Title,Type,Genre,Release Year,Rating,Duration,Country,Cluster
2734,0,0,-1.128116277189343,0,96,6,1
2745,0,1,0.4272344099641664,1,48,4,1
2756,1,3,-1.5051709892265575,3,0,2,1
2767,1,0,0.9456846390153362,2,75,7,1
2779,1,3,-0.5154023701288696,2,39,7,1
2790,1,3,-0.5625342091335214,4,83,4,1
2801,1,1,-1.0809844381846911,3,44,0,1
2812,0,6,-1.128116277189343,3,110,0,1
2823,0,0,0.285838892950211,3,69,7,1
2834,1,6,-1.6936983452451646,4,83,3,1
2845,1,3,0.757157282996729,5,82,7,1
2856,1,2,0.09731153693160378,5,9,2,1
2867,1,7,-1.1752481161939947,4,110,7,1
2878,0,2,-1.6465665062405128,3,83,6,1
2890,1,3,-0.7510615651521286,2,83,6,1
2901,0,3,-0.7039297261474768,3,10,2,1
2912,1,6,0.14444337593625559,6,34,2,1
2923,0,7,-0.7039297261474768,1,83,4,1
2934,1,7,-1.4580391502219057,6,83,6,1
2945,0,2,0.09731153693160378,0,113,1,1
2956,1,0,0.8985528000106844,4,82,7,1
2967,0,5,-0.3740068531149142,5,0,2,1
2978,1,5,0.992816478019988,6,82,3,1
2989,0,0,-0.3740068531149142,2,25,0,1
2,1,3,0.2387070539455592,0,108,6,0
13,1,6,0.9456846390153362,4,82,0,0
24,1,4,1.4170030290618543,3,8,3,0
35,1,0,-0.3740068531149142,1,7,3,0
46,1,0,-1.599434667235861,6,54,2,0
57,0,7,-0.656797887142825,6,58,6,0
68,1,5,-0.892457082166084,2,82,6,0
79,1,0,0.8985528000106844,4,82,5,0
90,0,3,-0.04408398008235161,5,82,5,0
101,1,3,-0.9395889211707358,6,0,5,0
113,0,2,-1.0809844381846911,2,83,6,0
124,0,0,-0.5625342091335214,6,82,7,0
135,0,2,-0.7039297261474768,4,39,4,0
146,0,3,1.5583985460758096,1,81,1,0
157,1,0,0.8985528000106844,3,83,2,0
168,1,7,1.1342119950339433,2,114,0,0
179,0,7,0.992816478019988,2,60,7,0
190,0,5,-1.0809844381846911,3,82,0,0
201,1,5,1.5112667070711578,3,83,6,0
212,1,3,0.8042891220013808,6,83,0,0
224,0,5,-0.5625342091335214,1,98,5,0
235,1,7,1.0399483170246397,5,90,6,0
246,0,6,-0.13834765809165522,0,82,3,0
257,1,2,-1.2695117942032985,0,0,3,0
268,0,1,-0.185479497096307,4,83,1,0
279,0,4,-0.421138692119566,4,82,1,0
290,1,1,-1.5523028282312092,3,82,3,0
301,0,1,1.1342119950339433,2,83,5,0
312,1,7,0.5686299269781218,6,0,6,0
323,0,3,-1.6465665062405128,1,83,7,0
335,0,3,-1.0809844381846911,2,82,6,0
346,1,7,-0.32687501411026243,1,83,1,0
357,0,1,-1.0809844381846911,6,82,2,0
368,1,1,0.9456846390153362,4,0,0,0
379,0,0,-0.7510615651521286,3,82,1,0
390,1,1,-1.0809844381846911,6,82,6,0
401,0,5,0.8985528000106844,0,89,4,0
412,1,1,-0.09121581908700341,5,0,0,0
423,0,5,0.5686299269781218,3,103,7,0
434,0,3,-0.4682705311242178,0,97,5,0
446,1,3,0.2387070539455592,1,83,4,0
457,1,6,1.228475673043247,0,83,0,0
468,0,1,-0.421138692119566,0,4,5,0
479,1,6,-1.4109073112172539,3,0,4,0
490,1,4,-0.04408398008235161,4,89,3,0
501,1,4,0.14444337593625559,4,83,2,0
512,1,1,-1.2223799551986465,6,0,0,0
523,1,6,-1.4580391502219057,0,66,0,0
534,1,1,0.19157521494090737,2,0,1,0
545,0,7,-0.04408398008235161,2,82,4,0
557,1,7,-1.6936983452451646,1,80,0,0
568,1,4,0.33297073195486276,3,14,6,0
579,1,7,0.4743662489688182,3,83,2,0
590,1,4,1.699794063089765,3,0,4,0
601,1,3,0.3801025709595146,6,0,2,0
612,1,2,0.8985528000106844,1,83,2,0
623,0,6,1.228475673043247,1,67,6,0
634,0,7,-0.8453252431614322,1,115,0,0
645,0,2,-0.32687501411026243,3,20,6,0
656,0,3,-1.2695117942032985,0,65,0,0
668,0,2,-0.32687501411026243,2,83,1,0
679,1,3,-1.4109073112172539,4,70,1,0
690,0,5,1.228475673043247,1,5,6,0
701,1,4,0.7100254439920772,5,56,6,0
712,0,3,-1.2223799551986465,2,36,6,0
723,1,1,-0.13834765809165522,1,94,4,0
734,1,5,0.0030478589223001877,5,78,6,0
745,1,0,-1.1752481161939947,5,10,3,0
756,1,5,-0.3740068531149142,3,0,3,0
767,1,2,1.181343834038595,4,0,2,0
779,1,1,-1.3166436332079503,3,80,7,0
790,0,7,0.33297073195486276,3,27,2,0
801,1,4,-0.2326113361009588,6,83,2,0
812,1,3,0.757157282996729,5,82,0,0
823,1,2,-1.599434667235861,2,83,6,0
834,0,4,-1.0338525991800394,4,82,7,0
845,1,1,1.3227393510525507,4,59,7,0
856,0,2,-1.6465665062405128,1,83,1,0
867,1,1,1.5112667070711578,2,0,5,0
878,1,6,-1.4109073112172539,1,0,2,0
890,1,2,-1.2695117942032985,4,83,6,0
901,0,0,-0.5625342091335214,2,23,7,0
912,0,3,-0.656797887142825,4,0,2,0
923,1,1,-0.7039297261474768,3,83,2,0
934,0,2,0.5686299269781218,6,23,4,0
945,1,2,-0.892457082166084,2,83,3,0
956,1,4,-0.892457082166084,0,83,4,0
967,1,1,0.4272344099641664,2,28,5,0
978,0,6,0.757157282996729,1,82,4,0
989,1,1,1.3698711900572025,0,82,6,0
1001,0,7,1.464134868066506,4,82,1,0
1012,0,2,1.5112667070711578,4,82,5,0
1023,0,6,-0.9867207601753876,6,83,6,0
1034,1,6,-1.2223799551986465,0,83,4,0
1045,1,5,-1.3166436332079503,5,74,2,0
1056,0,5,0.6628936049874253,0,82,5,0
1067,0,1,-0.7981934041567804,5,113,0,0
1078,0,2,-1.128116277189343,2,0,1,0
1089,0,3,-0.892457082166084,3,7,2,0
1100,1,2,-1.0338525991800394,3,82,6,0
1113,1,3,-0.7981934041567804,0,90,2,0
1124,0,2,1.4170030290618543,3,0,4,0
1135,1,6,-0.7981934041567804,0,70,6,0
1146,1,0,0.09731153693160378,2,82,1,0
1157,0,6,-1.5051709892265575,6,75,5,0
1168,1,0,1.4170030290618543,4,10,1,0
1179,0,5,0.6628936049874253,3,0,0,0
1190,1,7,1.3698711900572025,6,83,7,0
1201,1,5,1.464134868066506,2,26,2,0
1212,0,6,-0.8453252431614322,2,82,6,0
1224,1,5,-0.32687501411026243,6,83,7,0
1235,0,7,1.464134868066506,0,48,5,0
1246,1,2,0.09731153693160378,3,32,2,0
1257,0,6,-1.6465665062405128,4,76,4,0
1268,1,2,0.8042891220013808,1,0,7,0
1279,0,3,-0.5625342091335214,3,83,1,0
1290,1,3,0.0030478589223001877,4,0,2,0
1301,0,6,0.5686299269781218,3,102,7,0
1312,0,2,-0.7039297261474768,4,0,4,0
1323,0,7,-1.0338525991800394,1,14,0,0
1335,0,1,0.19157521494090737,3,66,2,0
1346,0,7,1.464134868066506,5,83,5,0
1357,1,1,-0.8453252431614322,1,62,3,0
1368,1,3,-0.8453252431614322,0,29,1,0
1379,1,2,-0.6096660481381732,0,82,6,0
1390,0,0,0.05017969792695199,0,15,7,0
1401,0,2,-1.2223799551986465,6,25,6,0
1412,1,1,-1.0338525991800394,5,60,5,0
1423,1,1,-1.2223799551986465,6,83,6,0
1434,0,2,-0.09121581908700341,1,94,3,0
1446,1,4,1.6526622240851132,5,82,0,0
1457,0,7,-1.0809844381846911,0,0,4,0
1468,0,5,0.8514209610060326,4,79,3,0
1479,0,2,1.0399483170246397,5,83,4,0
1490,0,5,-0.7039297261474768,6,59,2,0
1501,1,3,-0.7510615651521286,0,64,3,1
1512,0,4,0.8985528000106844,0,83,2,1
1523,0,2,0.09731153693160378,1,54,5,1
1534,1,1,-1.363775472212602,3,82,6,1
1545,1,5,1.3227393510525507,0,33,5,1
1557,1,5,0.7100254439920772,4,11,5,1
1568,1,6,0.2387070539455592,2,0,0,1
1579,1,3,-0.04408398008235161,6,82,0,1
1590,0,0,-0.185479497096307,5,28,2,1
1601,1,7,-0.3740068531149142,3,12,6,1
1612,0,5,-1.2695117942032985,5,23,4,1
1623,1,0,1.3698711900572025,4,83,6,1
1634,1,1,-1.4580391502219057,5,83,2,1
1645,0,5,0.3801025709595146,6,0,2,1
1656,0,0,-0.32687501411026243,5,105,4,1
1668,0,5,1.0870801560292915,2,67,7,1
1679,1,1,-1.599434667235861,5,113,1,1
1690,1,6,1.4170030290618543,1,82,2,1
1701,0,1,-1.2695117942032985,1,52,6,1
1712,0,7,-1.6465665062405128,6,83,6,1
1723,1,0,-1.4109073112172539,3,46,1,1
1734,1,3,-1.4580391502219057,5,116,0,1
1745,0,6,0.2387070539455592,0,82,3,1
1756,0,1,1.5112667070711578,5,0,0,1
1767,1,5,-0.09121581908700341,4,95,4,1
1779,1,6,0.0030478589223001877,1,40,3,1
1790,0,5,-0.7510615651521286,4,41,5,1
1801,1,0,-0.421138692119566,3,101,5,1
1812,0,4,-0.656797887142825,6,83,2,1
1823,0,1,-1.6465665062405128,2,83,5,1
1834,0,5,-0.8453252431614322,6,96,0,1
1845,1,3,-1.6936983452451646,4,1,5,1
1856,1,0,-1.5051709892265575,2,82,1,1
1867,0,4,1.5583985460758096,3,83,0,1
1878,1,1,1.5112667070711578,5,102,1,1
1890,0,5,0.33297073195486276,2,41,7,1
1901,1,0,0.3801025709595146,1,113,2,1
1912,1,1,0.3801025709595146,3,0,6,1
1923,0,1,0.09731153693160378,6,0,1,1
1934,0,3,-1.3166436332079503,6,35,3,1
1945,0,4,1.0870801560292915,0,27,3,1
1956,1,0,-1.128116277189343,1,0,5,1
1967,1,5,-1.2695117942032985,3,116,1,1
1978,1,5,-0.892457082166084,1,82,3,1
1989,0,4,-0.421138692119566,3,83,3,1
2001,1,3,0.8985528000106844,2,77,0,1
2012,1,0,1.5583985460758096,3,82,2,1
2023,1,4,1.3227393510525507,2,72,7,1
2034,1,4,-0.09121581908700341,5,51,1,1
2045,1,1,1.0399483170246397,0,82,6,1
2056,1,4,1.0870801560292915,6,56,5,1
2067,1,3,0.7100254439920772,4,82,7,1
2078,1,5,1.3698711900572025,0,0,4,1
2089,1,4,-0.7039297261474768,5,1,5,1
2100,1,4,0.3801025709595146,1,118,2,1
2112,1,6,0.2387070539455592,3,5,5,1
2123,0,3,-1.5051709892265575,3,82,3,1
2134,1,6,0.8514209610060326,0,10,0,1
2145,1,1,1.1342119950339433,1,92,1,1
2156,1,7,0.9456846390153362,3,83,5,1
2167,1,4,0.6628936049874253,3,8,3,1
2178,1,6,1.4170030290618543,4,83,6,1
2189,1,4,0.05017969792695199,0,85,4,1
2200,0,5,0.52149808797347,1,83,3,1
2211,1,5,0.5686299269781218,0,0,5,1
2224,1,3,1.6526622240851132,0,0,5,1
2226,1,0,-0.7510615651521286,3,82,4,1
2227,1,0,-0.5625342091335214,6,0,1,1
2228,1,2,-1.2223799551986465,3,82,0,1
2229,0,2,1.5112667070711578,1,83,2,1
2230,1,2,0.757157282996729,1,12,4,1
2231,1,5,-1.1752481161939947,4,91,7,1
2232,1,7,-0.7510615651521286,1,0,6,1
2233,1,5,1.0399483170246397,5,83,2,1
2234,1,5,0.4272344099641664,1,12,2,1
2236,0,1,-1.3166436332079503,6,113,6,1
2237,0,0,-0.32687501411026243,3,1,0,1
2238,1,3,1.6526622240851132,4,97,2,1
2239,0,5,0.19157521494090737,5,82,1,1
2240,0,2,-0.32687501411026243,4,0,2,1
2241,1,2,-0.13834765809165522,5,89,5,1
2242,0,1,0.8514209610060326,3,83,4,1
2243,1,4,-1.5051709892265575,4,95,7,1
2244,1,6,-1.4109073112172539,6,94,5,1
2245,0,1,0.9456846390153362,0,0,2,1
2247,1,2,1.2756075120478987,6,116,3,1
2248,0,4,-0.892457082166084,4,25,0,1
2249,0,5,0.09731153693160378,6,79,6,1
2250,0,4,-0.185479497096307,4,17,5,1
2251,1,3,1.6526622240851132,3,74,1,1
2252,1,7,0.2387070539455592,2,112,4,1
2253,0,0,0.7100254439920772,5,100,6,1
2254,0,1,1.3227393510525507,6,83,1,1
2255,1,0,1.3698711900572025,4,120,0,1
2256,0,1,1.2756075120478987,3,69,6,1
2258,1,5,0.4272344099641664,0,40,2,1
2259,1,5,-1.4109073112172539,6,83,1,1
2260,1,4,-1.4580391502219057,2,17,1,1
2261,0,2,-1.5051709892265575,1,82,0,1
2262,0,7,0.33297073195486276,2,83,2,1
2263,0,2,0.8985528000106844,2,83,7,1
2264,0,3,0.14444337593625559,6,83,1,1
2265,0,3,-1.363775472212602,5,82,1,1
2266,1,7,-0.7981934041567804,5,0,6,1
2267,1,6,-1.363775472212602,6,83,7,1
2269,0,3,0.8042891220013808,3,82,2,1
2270,1,7,-0.4682705311242178,4,17,2,1
2271,0,7,-0.6096660481381732,2,118,0,1
2272,0,3,-0.7981934041567804,5,0,0,1
2273,1,0,-0.32687501411026243,6,82,3,1
2274,0,1,1.2756075120478987,2,16,6,1
2275,1,2,0.52149808797347,5,89,6,1
2276,0,7,0.285838892950211,0,0,6,1
2277,1,3,-0.7510615651521286,0,52,5,1
2278,0,5,1.0399483170246397,5,0,7,1
2280,1,6,1.6055303850804614,5,0,0,1
2281,0,7,-1.5523028282312092,1,0,3,1
2282,1,2,1.1342119950339433,6,100,2,1
2283,1,3,-1.6465665062405128,0,83,7,1
2284,1,2,-0.9395889211707358,6,8,2,1
2285,1,7,0.19157521494090737,6,0,0,1
2286,0,5,0.992816478019988,4,83,5,1
2287,0,7,-0.13834765809165522,1,32,5,1
2288,0,0,-1.5523028282312092,4,92,1,1
2289,1,5,-1.6936983452451646,0,83,4,1
2291,0,1,-0.32687501411026243,4,0,5,1
2292,1,3,0.5686299269781218,1,32,4,1
2293,0,1,-1.5523028282312092,3,0,0,1
2294,1,5,-0.2326113361009588,4,83,5,1
2295,1,7,0.8042891220013808,1,0,0,1
2296,0,7,-0.9395889211707358,2,54,2,1
2297,1,3,-1.3166436332079503,6,0,1,1
2298,0,1,-0.7981934041567804,2,114,3,1
2299,1,7,1.228475673043247,4,89,4,1
2300,0,2,-0.185479497096307,3,80,2,1
2302,0,7,1.0870801560292915,3,32,1,1
2303,0,5,-1.6936983452451646,4,49,5,1
2304,1,3,0.09731153693160378,1,83,3,1
2305,1,3,-0.3740068531149142,4,94,0,1
2306,1,4,0.992816478019988,3,59,6,1
2307,0,0,0.14444337593625559,0,22,3,1
2308,0,3,-0.8453252431614322,1,2,1,1
2309,0,5,0.6157617659827735,5,82,2,1
2310,1,2,1.1342119950339433,3,105,3,1
2311,1,2,-0.13834765809165522,3,8,2,1
2313,0,7,0.8514209610060326,4,54,2,1
2314,0,2,0.19157521494090737,2,83,6,1
2315,1,0,-0.7510615651521286,1,5,5,1
2316,0,3,-1.0338525991800394,3,0,1,1
2317,1,5,-0.32687501411026243,1,3,7,1
2318,1,2,-0.2797431751056106,0,44,5,1
2319,0,0,1.0870801560292915,3,31,6,1
2320,1,2,-0.892457082166084,4,0,6,1
2321,1,2,-0.8453252431614322,0,120,1,1
2322,0,1,-1.1752481161939947,5,0,0,1
2324,1,3,0.52149808797347,4,82,1,1
2325,0,4,-0.32687501411026243,3,83,7,1
2326,0,0,-1.128116277189343,2,111,4,1
2327,0,1,0.33297073195486276,3,82,5,1
2328,0,5,1.0870801560292915,5,116,7,1
2329,1,4,1.3227393510525507,5,101,3,1
2330,1,4,1.1342119950339433,5,50,0,1
2331,0,3,0.8985528000106844,4,73,1,1
2332,1,7,-1.3166436332079503,0,82,6,1
2333,1,0,0.52149808797347,6,82,5,1
2336,0,2,1.3227393510525507,5,83,1,1
2337,0,6,-0.892457082166084,4,0,2,1
2338,1,0,-0.6096660481381732,0,97,6,1
2339,1,3,0.09731153693160378,5,0,3,1
2340,0,1,0.757157282996729,4,47,7,1
2341,0,6,0.6157617659827735,0,89,0,1
2342,0,3,0.4272344099641664,2,75,4,1
2343,0,0,-0.2326113361009588,5,119,2,1
2344,0,3,1.4170030290618543,0,83,0,1
2345,0,7,1.7469259020944168,2,87,3,1
2347,0,2,-0.09121581908700341,4,79,6,1
2348,0,5,-1.6936983452451646,5,82,4,1
2349,0,3,-0.8453252431614322,5,87,5,1
2350,0,1,0.6157617659827735,0,61,3,1
2351,0,7,0.33297073195486276,4,83,7,1
2352,0,7,-0.6096660481381732,6,0,0,1
2353,1,3,-1.0338525991800394,6,112,1,1
2354,1,7,1.181343834038595,5,83,6,1
2355,1,6,1.6055303850804614,5,9,0,1
2356,1,0,1.1342119950339433,2,83,2,1
2358,1,4,-1.0338525991800394,3,29,4,1
2359,1,1,0.05017969792695199,2,83,0,1
2360,0,4,-0.8453252431614322,3,73,5,1
2361,0,4,0.6628936049874253,0,83,0,1
2362,1,1,0.8042891220013808,6,84,1,1
2363,0,7,1.5583985460758096,6,82,6,1
2364,1,0,1.0399483170246397,2,82,0,1
2365,1,3,-0.2326113361009588,4,82,5,1
2366,0,0,-0.04408398008235161,1,110,4,1
2367,0,4,-0.7510615651521286,6,114,7,1
2369,1,4,-1.4109073112172539,5,0,2,1
2370,0,1,0.8985528000106844,0,0,7,1
2371,0,0,0.6157617659827735,6,122,0,1
2372,1,1,-0.32687501411026243,1,83,3,1
2373,1,7,-0.7510615651521286,4,82,6,1
2374,1,4,-0.09121581908700341,2,0,2,1
2375,0,1,0.19157521494090737,6,83,5,1
2376,1,0,0.05017969792695199,2,82,1,1
2377,1,7,-1.0338525991800394,3,15,4,1
2378,1,7,-0.9395889211707358,2,83,1,1
2380,1,1,-1.5051709892265575,6,83,2,1
2381,1,0,0.8985528000106844,6,0,7,1
2382,1,3,-1.6936983452451646,0,82,7,1
2383,1,7,0.0030478589223001877,4,83,6,1
2384,1,4,-0.656797887142825,0,114,6,1
2385,1,7,-0.2797431751056106,1,100,2,1
2386,1,4,-0.13834765809165522,3,119,3,1
2387,1,7,-0.9395889211707358,5,99,2,1
2388,0,7,-1.5051709892265575,1,53,6,1
2389,1,1,0.14444337593625559,5,17,0,1
2391,0,3,0.992816478019988,4,83,3,1
2392,1,1,-1.6936983452451646,6,0,2,1
2393,1,7,-0.656797887142825,1,83,1,1
2394,1,7,-0.5154023701288696,2,83,2,1
2395,1,7,-1.363775472212602,2,0,7,1
2396,1,2,1.3227393510525507,0,3,0,1
2397,1,6,-0.5154023701288696,1,0,5,1
2398,0,6,0.19157521494090737,6,109,5,1
2399,0,6,1.6526622240851132,3,83,7,1
2400,1,3,1.699794063089765,2,65,5,1
2402,1,1,0.757157282996729,1,74,3,1
2403,1,1,-0.13834765809165522,4,37,6,1
2404,0,3,0.09731153693160378,1,83,6,1
2405,0,5,-0.32687501411026243,4,0,0,1
2406,0,2,1.2756075120478987,5,57,0,1
2407,0,1,1.5583985460758096,5,83,6,1
2408,0,6,0.6628936049874253,2,83,5,1
2409,0,1,1.1342119950339433,4,82,4,1
2410,1,5,0.8514209610060326,6,24,6,1
2411,1,4,-1.599434667235861,3,0,7,1
2413,0,7,1.3227393510525507,5,0,1,1
2414,0,7,0.4743662489688182,0,0,1,1
2415,0,4,0.992816478019988,6,83,3,1
2416,1,4,1.4170030290618543,4,14,6,1
2417,1,4,1.3698711900572025,2,0,3,1
2418,1,7,0.5686299269781218,2,100,7,1
2419,1,5,-0.4682705311242178,1,83,4,1
2420,1,0,-0.13834765809165522,4,69,1,1
2421,1,1,-0.5625342091335214,3,90,3,1
2422,0,1,-1.4109073112172539,3,19,2,1
2424,0,6,1.0399483170246397,5,77,4,1
2425,1,0,-1.363775472212602,5,71,6,1
2426,1,7,0.3801025709595146,3,83,4,1
2427,0,4,-0.32687501411026243,4,82,3,1
2428,0,3,1.3227393510525507,1,83,1,1
2429,0,3,0.09731153693160378,0,83,1,1
2430,1,3,-0.185479497096307,6,91,0,1
2431,0,5,-1.4109073112172539,4,0,3,1
2432,1,2,-0.5625342091335214,0,121,2,1
2433,1,7,-1.5523028282312092,4,82,3,1
2435,1,2,-0.7981934041567804,5,89,4,1
2436,1,5,-1.6936983452451646,1,0,6,1
2437,1,3,0.14444337593625559,1,0,7,1
2438,0,7,0.5686299269781218,1,72,4,1
2439,0,5,1.0399483170246397,5,83,2,1
2440,1,6,0.19157521494090737,4,0,0,1
2441,0,4,-0.13834765809165522,4,83,3,1
2442,0,1,0.4743662489688182,6,83,4,1
2443,1,1,-0.13834765809165522,0,83,1,1
2444,1,2,-1.6936983452451646,5,82,2,1
2447,1,4,-1.6936983452451646,0,0,0,1
2448,1,3,0.8042891220013808,0,32,1,1
2449,1,3,-1.4580391502219057,0,0,3,1
2450,1,6,0.19157521494090737,5,52,4,1
2451,1,0,0.4272344099641664,0,83,4,1
2452,0,3,-0.04408398008235161,0,83,7,1
2453,1,3,-1.4109073112172539,5,10,6,1
2454,0,3,-1.0338525991800394,1,82,5,1
2455,0,1,-0.32687501411026243,2,14,6,1
2456,1,7,-1.5523028282312092,0,103,7,1
2458,1,7,-1.0809844381846911,0,0,1,1
2459,1,7,-0.3740068531149142,0,82,5,1
2460,0,6,-1.4109073112172539,4,100,1,1
2461,1,5,-0.7510615651521286,4,94,4,1
2462,0,3,-1.2695117942032985,5,95,1,1
2463,1,6,-1.2223799551986465,1,0,5,1
2464,0,0,1.6055303850804614,1,83,2,1
2465,0,1,-1.2695117942032985,4,102,2,1
2466,1,2,1.6526622240851132,6,22,4,1
2467,0,2,-1.363775472212602,0,82,4,1
2469,0,5,1.0870801560292915,5,107,0,1
2470,0,0,0.14444337593625559,0,0,6,1
2471,0,5,0.2387070539455592,6,0,6,1
2472,1,2,0.5686299269781218,3,83,2,1
2473,1,4,1.2756075120478987,5,119,1,1
2474,0,3,0.05017969792695199,2,33,0,1
2475,1,6,1.7469259020944168,0,83,1,1
2476,1,4,-0.185479497096307,6,83,1,1
2477,1,4,-1.0809844381846911,3,119,0,1
2478,0,3,-1.2223799551986465,2,52,7,1
2480,0,7,-0.9395889211707358,3,83,5,1
2481,1,7,0.2387070539455592,6,82,2,1
2482,1,7,-0.421138692119566,0,13,7,1
2483,0,6,-1.5051709892265575,2,0,0,1
2484,1,4,1.5583985460758096,3,114,6,1
2485,0,1,-0.6096660481381732,3,81,2,1
2486,0,7,-1.4580391502219057,2,0,3,1
2487,1,0,0.8042891220013808,4,53,0,1
2488,0,5,-0.5154023701288696,4,111,0,1
2489,1,5,1.6526622240851132,3,0,3,1
2491,1,5,-1.6936983452451646,6,85,2,1
2492,1,7,-0.2326113361009588,2,121,0,1
2493,1,2,-1.1752481161939947,3,0,1,1
2494,0,2,-1.4580391502219057,1,77,0,1
2495,0,1,0.7100254439920772,2,83,6,1
2496,0,7,0.05017969792695199,2,0,6,1
2497,1,4,1.6055303850804614,6,83,1,1
2498,0,0,1.181343834038595,1,83,1,1
2499,0,5,0.4272344099641664,4,82,7,1
2500,0,2,-0.04408398008235161,3,82,6,1
2502,1,1,1.0399483170246397,2,82,7,1
2503,0,1,0.9456846390153362,0,106,2,1
2504,0,1,-0.5154023701288696,6,111,6,1
2505,1,7,1.0399483170246397,3,72,3,1
2506,1,5,-1.5523028282312092,1,82,3,1
2507,0,1,-1.5051709892265575,3,8,1,1
2508,1,3,-1.128116277189343,5,105,1,1
2509,1,6,0.5686299269781218,4,15,7,1
2510,0,0,-0.4682705311242178,3,103,1,1
2511,0,5,0.2387070539455592,6,104,2,1
2513,0,1,0.992816478019988,5,0,5,1
2514,1,1,0.3801025709595146,0,20,5,1
2515,0,3,1.0870801560292915,4,69,3,1
2516,0,2,0.3801025709595146,6,104,6,1
2517,1,2,1.0870801560292915,5,72,6,1
2518,0,4,0.757157282996729,6,0,0,1
2519,0,6,-0.4682705311242178,0,83,6,1
2520,0,5,-0.7510615651521286,6,7,0,1
2521,0,4,0.9456846390153362,4,82,2,1
2522,1,0,1.3227393510525507,1,83,3,1
2524,0,7,0.4272344099641664,6,82,7,1
2525,1,2,-0.32687501411026243,6,82,3,1
2526,1,2,-0.5625342091335214,2,0,4,1
2527,0,7,-0.6096660481381732,4,0,1,1
2528,1,3,1.3227393510525507,2,0,1,1
2529,0,5,0.19157521494090737,5,111,0,1
